,item_name,First_Part,Type
880,Bilbay 20mg - Strip of 10 Tablets,BILBAY20MG,STRIPOF10TABLETS
881,BILBAY M - Strip of 10 Tablets,BILBAYM,STRIPOF10TABLETS
882,Bildmune - Sachet of 15x0.6g Powder,BILDMUNE,SACHETOF15X0.6GPOWDER
883,BILDMUNE - Strip of 15 Capsules,BILDMUNE,STRIPOF15CAPSULES
884,Bilefix 300mg - Strip of 14 Tablets,BILEFIX300MG,STRIPOF14TABLETS
885,Bilefix 600mg - Strip of 14 Tablets,BILEFIX600MG,STRIPOF14TABLETS
886,Bilert-20 - Strip of 10 Tablets,BILERT20,STRIPOF10TABLETS
887,Bilert-40 - Strip of 10 Tablets,BILERT40,STRIPOF10TABLETS
888,Bilin - Bottle of 30ml Syrup,BILIN,BOTTLEOF30MLSYRUP
889,Bilkro-M - Strip of 10 Tablets,BILKROM,STRIPOF10TABLETS
890,Billargic - Strip of 10 Tablets,BILLARGIC,STRIPOF10TABLETS
891,BILLARGIC 2.5MG STRAWBERRY FLAVOUR PAEDIATRIC - Bottle of 60 ml Solution,BILLARGIC2.5MGSTRAWBERRYFLAVOURPAEDIATRIC,BOTTLEOF60MLSOLUTION
892,Billargic M - Strip of 10 Tablets,BILLARGICM,STRIPOF10TABLETS
893,Bilobax Total - Strip of 10 Tablets,BILOBAXTOTAL,STRIPOF10TABLETS
894,BiloCapsule - Strip of 10 Capsules,BILOCAPSULE,STRIPOF10CAPSULES
895,Bilosar 6.25 - Strip of 10 Tablets,BILOSAR6.25,STRIPOF10TABLETS
896,Bilovas - Strip of 10 Tablets,BILOVAS,STRIPOF10TABLETS
897,BILTEN 20MG - Strip of 10 Tablets,BILTEN20MG,STRIPOF10TABLETS
898,Biluma - Tube of 15 gm Cream,BILUMA,TUBEOF15GMCREAM
899,Biluma Advance - Bottle of 100ml Face Wash,BILUMAADVANCE,BOTTLEOF100MLFACEWASH
900,Biluma Advance - Tube of 50g Day Cream,BILUMAADVANCE,TUBEOF50GDAYCREAM
901,Biluma Advanced Skin Lightening - Tube of 45g Lotion,BILUMAADVANCEDSKINLIGHTENING,TUBEOF45GLOTION
902,Bilypsa 4 Mg - Strip of 45 Tablets,BILYPSA4MG,STRIPOF45TABLETS
903,Bilz-MC - Strip of 10 Tablets,BILZMC,STRIPOF10TABLETS
904,Bimadoc - Bottle of 3ml Eye Drops,BIMADOC,BOTTLEOF3MLEYEDROPS
905,Bimapix - Bottle of 3 ml Eye Drops,BIMAPIX,BOTTLEOF3MLEYEDROPS
906,Bimapix 0.01% W/V - Bottle of 3ml Eye Drops,BIMAPIX0.01%W/V,BOTTLEOF3MLEYEDROPS
907,Bimat - Bottle of 3Ml Drops,BIMAT,BOTTLEOF3MLDROPS
908,Bimat LS 0.01 % W/V - Bottle of 3ml Drops,BIMATLS0.01%W/V,BOTTLEOF3MLDROPS
909,Bimat LS TM - Bottle of 3 ml Eye Drops,BIMATLSTM,BOTTLEOF3MLEYEDROPS
910,Bimat -T - Bottle of 3 ml Eye Drops,BIMATT,BOTTLEOF3MLEYEDROPS
911,BIMET 500MG - Strip of 10 Tablets,BIMET500MG,STRIPOF10TABLETS
912,BIMINOX LF - Strip of 10 Capsules,BIMINOXLF,STRIPOF10CAPSULES
913,Biminox LF - Strip of 10 Capsules,BIMINOXLF,STRIPOF10CAPSULES
914,Binaprex ER 250 - Strip of 10 Tablets,BINAPREXER250,STRIPOF10TABLETS
915,Binaprex ER-500 - Strip of 10 Tablets,BINAPREXER500,STRIPOF10TABLETS
916,Bindbone - Strip of 10 Capsules,BINDBONE,STRIPOF10CAPSULES
917,Bio D3 Max - Strip of 10 Capsules,BIOD3MAX,STRIPOF10CAPSULES
918,Bio D3 Max - Strip of 15 Capsules,BIOD3MAX,STRIPOF15CAPSULES
919,Bio D3 Plus - Bottle of 120 ml Suspension,BIOD3PLUS,BOTTLEOF120MLSUSPENSION
920,Bio Spring - Bottle of 500g Powder,BIOSPRING,BOTTLEOF500GPOWDER
921,BIO UV SPF 32+ SUNSCREEN - Tube of 50g Lotion,BIOUVSPF32+SUNSCREEN,TUBEOF50GLOTION
922,Bio Xtra Men - Strip of 10 Tablets,BIOXTRAMEN,STRIPOF10TABLETS
923,Bio-Av Curcumin 500mg - Bottle of 30 Capsules,BIOAVCURCUMIN500MG,BOTTLEOF30CAPSULES
924,Bioberg Ultra - Strip of 10 Tablets,BIOBERGULTRA,STRIPOF10TABLETS
925,BIOBID-500 - Strip of 10 Tablets,BIOBID500,STRIPOF10TABLETS
926,Biobit Forte - Strip of 10 Tablets,BIOBITFORTE,STRIPOF10TABLETS
927,Bio-BPH - Strip of 10 Tablets,BIOBPH,STRIPOF10TABLETS
928,Biocal M - Strip of 10 Tablets,BIOCALM,STRIPOF10TABLETS
929,Biocapillum - Strip of 10 Tablets,BIOCAPILLUM,STRIPOF10TABLETS
930,BIOCART MSM - Strip of 6 Tablets,BIOCARTMSM,STRIPOF6TABLETS
931,Biocetamol - Bottle of 60 ml Suspension,BIOCETAMOL,BOTTLEOF60MLSUSPENSION
932,Biocetamol DS Syrup 60 ml - Bottle of 60ml Syrup,BIOCETAMOLDSSYRUP60ML,BOTTLEOF60MLSYRUP
933,Biochemdryl - Bottle of 100 ml Syrup,BIOCHEMDRYL,BOTTLEOF100MLSYRUP
934,BIOCHEMDRYL - Bottle of 60 ml Syrup,BIOCHEMDRYL,BOTTLEOF60MLSYRUP
935,BIOCILIN 500MG - Strip of 10 Capsules,BIOCILIN500MG,STRIPOF10CAPSULES
936,Biocital SG - Strip of 4 Capsules,BIOCITALSG,STRIPOF4CAPSULES
937,Bioclar - Bottle of 30ml Dry Syrup,BIOCLAR,BOTTLEOF30MLDRYSYRUP
938,BIOCLAR 250 MG - Strip of 10 Tablets,BIOCLAR250MG,STRIPOF10TABLETS
939,Bioclar 250mg - Strip of 10 Tablets,BIOCLAR250MG,STRIPOF10TABLETS
940,BIOCLAR-500MG - Strip of 10 Tablets,BIOCLAR500MG,STRIPOF10TABLETS
941,Biocod-MX Softgel - Strip of 10 Capsules,BIOCODMXSOFTGEL,STRIPOF10CAPSULES
942,Biocof BR - Bottle of 100ml Syrup,BIOCOFBR,BOTTLEOF100MLSYRUP
943,Biocollaz - Vial of 5 ml Particles,BIOCOLLAZ,VIALOF5MLPARTICLES
944,BIOCOLLAZ AG - Tube of 10 gm Gel,BIOCOLLAZAG,TUBEOF10GMGEL
945,Biocoltis - Strip of 10 Tablets,BIOCOLTIS,STRIPOF10TABLETS
946,Bio-COQ 10 - Strip of 10 Tablets,BIOCOQ10,STRIPOF10TABLETS
947,Biocuperin Softgel - Strip of 10 Capsules,BIOCUPERINSOFTGEL,STRIPOF10CAPSULES
948,Biocutis - Bottle of 100ml Lotion,BIOCUTIS,BOTTLEOF100MLLOTION
949,Biocutis - Tube of 100g Cream,BIOCUTIS,TUBEOF100GCREAM
950,Biocutis-UV - Tube of 50g Sunscreen Gel,BIOCUTISUV,TUBEOF50GSUNSCREENGEL
951,Bio-D3 - Strip of 10 Capsules,BIOD3,STRIPOF10CAPSULES
952,Bio-D3 DS - Strip of 10 Capsules,BIOD3DS,STRIPOF10CAPSULES
953,Bio-D3 Fem - Strip of 10 Capsules,BIOD3FEM,STRIPOF10CAPSULES
954,Bio-D3 Fem - Strip of 15 Capsules,BIOD3FEM,STRIPOF15CAPSULES
955,Bio-D3 Max - Strip of 10 Capsules,BIOD3MAX,STRIPOF10CAPSULES
956,BIO-D3 MOM - Strip of 15 Tablets,BIOD3MOM,STRIPOF15TABLETS
957,Bio-D3 Plus - Strip of 15 Capsules,BIOD3PLUS,STRIPOF15CAPSULES
958,Bio-D3 Plus 0.25mcg/500mg - Strip of 15 Capsules,BIOD3PLUS0.25MCG/500MG,STRIPOF15CAPSULES
959,Bio-D3 Strong - Strip of 10 Capsules,BIOD3STRONG,STRIPOF10CAPSULES
960,Bio-D3 XT - Strip of 15 Tablets,BIOD3XT,STRIPOF15TABLETS
961,Biodens - Strip of 10 Tablets,BIODENS,STRIPOF10TABLETS
962,Biodens Hair - Bottle of 60 ml Lotion,BIODENSHAIR,BOTTLEOF60MLLOTION
963,Biodens PRO - Bottle of 60 ml Hair Lotion,BIODENSPRO,BOTTLEOF60MLHAIRLOTION
964,BIODERM - Tube of 10 gm Ointment,BIODERM,TUBEOF10GMOINTMENT
965,Bioderma Atoderm Creme - Tube of 200Ml Ultra Nourishing Cream,BIODERMAATODERMCREME,TUBEOF200MLULTRANOURISHINGCREAM
966,Bioderma Atoderm Huile De Douche - Bottle of 200ml Cleansing Oil,BIODERMAATODERMHUILEDEDOUCHE,BOTTLEOF200MLCLEANSINGOIL
967,Bioderma Pigmentbio Night Renewer - Tube of 50ml Cream,BIODERMAPIGMENTBIONIGHTRENEWER,TUBEOF50MLCREAM
968,Bioderma Pigmentbio Sensitive Areas - Bottle of 75ml Cream,BIODERMAPIGMENTBIOSENSITIVEAREAS,BOTTLEOF75MLCREAM
969,Bioderma Sebium Pain - Pack of 100G Purifying Cleansing Bar,BIODERMASEBIUMPAIN,PACKOF100GPURIFYINGCLEANSINGBAR
970,BIODIB-M 15 - Strip of 10 Tablets,BIODIBM15,STRIPOF10TABLETS
971,BIODIB-M 15 - Strip of 10 Tablets,BIODIBM15,STRIPOF10TABLETS
972,Biodine - Tube of 125gm Ointment,BIODINE,TUBEOF125GMOINTMENT
973,BIODINE - Tube of 15g Ointment,BIODINE,TUBEOF15GOINTMENT
974,Biodipin 5 - Strip of 10 Tablets,BIODIPIN5,STRIPOF10TABLETS
975,Biodoxi-LB - Strip of 10 Capsules,BIODOXILB,STRIPOF10CAPSULES
976,Biodryl C/F - Bottle of 100ml Syrup,BIODRYLC/F,BOTTLEOF100MLSYRUP
977,Biofer XT - Bottle of 200ml Syrup,BIOFERXT,BOTTLEOF200MLSYRUP
978,Biofer-S 100mg - Ampule of 5ml Injection,BIOFERS100MG,AMPULEOF5MLINJECTION
979,Biofer-XT - Bottle of 200ml Suspension,BIOFERXT,BOTTLEOF200MLSUSPENSION
980,Biofer-XT - Strip of 10 Tablets,BIOFERXT,STRIPOF10TABLETS
981,Biofer-XT - Strip of 10 Tablets,BIOFERXT,STRIPOF10TABLETS
982,Bioff-OZ 200 mg /500 - Strip of 10 Tablets,BIOFFOZ200MG/500,STRIPOF10TABLETS
983,Biofil AB - Bottle of 5ml Particles,BIOFILAB,BOTTLEOF5MLPARTICLES
984,Biofil-AB - Bottle of 10ml Particles,BIOFILAB,BOTTLEOF10MLPARTICLES
985,BIOFLUTI-AZ 10ML NASAL SPRAY 70MD - Bottle of 1 Spray,BIOFLUTIAZ10MLNASALSPRAY70MD,BOTTLEOF1SPRAY
986,Biofol - Strip of 10 Tablets,BIOFOL,STRIPOF10TABLETS
987,Biofresh - Bottle of 100ml Mouth Wash,BIOFRESH,BOTTLEOF100MLMOUTHWASH
988,Biofruit Softgel - Strip of 10 Capsules,BIOFRUITSOFTGEL,STRIPOF10CAPSULES
989,Biogaia Protectis - Bottle of 5ml Baby Drops,BIOGAIAPROTECTIS,BOTTLEOF5MLBABYDROPS
990,Biogaia Protectis - Bottle of 5ml Health Supplement for Gut Comfort,BIOGAIAPROTECTIS,BOTTLEOF5MLHEALTHSUPPLEMENTFORGUTCOMFORT
991,Biogaia Protectis Lemon Chewable - Strip of 10 Tablets,BIOGAIAPROTECTISLEMONCHEWABLE,STRIPOF10TABLETS
992,Biogene Chewable - Strip of 9 Tablets,BIOGENECHEWABLE,STRIPOF9TABLETS
993,Biogermina - Bottle of 6x5ml Suspension,BIOGERMINA,BOTTLEOF6X5MLSUSPENSION
994,Biogesic P - Strip of 10 Tablets,BIOGESICP,STRIPOF10TABLETS
995,Biogesic P - Strip of 10 Tablets,BIOGESICP,STRIPOF10TABLETS
996,Bioglim-MV 2 - Strip of 10 Tablets,BIOGLIMMV2,STRIPOF10TABLETS
997,Biohair - Strip of 10 Tablets,BIOHAIR,STRIPOF10TABLETS
998,Biohair Plus - Strip of 30 Capsules,BIOHAIRPLUS,STRIPOF30CAPSULES
999,Bio-Hgf Forte - Bottle of 30 Capsules,BIOHGFFORTE,BOTTLEOF30CAPSULES
1000,Biohistin 8Mg - Strip of 10`Stablets,BIOHISTIN8MG,STRIPOF10`STABLETS
1001,Biohomin - Strip of 10 Tablets,BIOHOMIN,STRIPOF10TABLETS
1002,Biohomin-LS - Strip of 10 Tablets,BIOHOMINLS,STRIPOF10TABLETS
1003,BIOJOYNT - Strip of 10 Tablets,BIOJOYNT,STRIPOF10TABLETS
1004,BIOKEZ-AD - Bottle of 60 ml Lotion,BIOKEZAD,BOTTLEOF60MLLOTION
1005,BIOKOF - Bottle of 100 ml Syrup,BIOKOF,BOTTLEOF100MLSYRUP
1006,Biokraft - Strip of 10 Capsules,BIOKRAFT,STRIPOF10CAPSULES
1007,Biolac - Strip of 10 Capsules,BIOLAC,STRIPOF10CAPSULES
1008,Bioline - Tube of 10g Lipcare,BIOLINE,TUBEOF10GLIPCARE
1009,Bioline - Tube of 40g White Petrolium Jelly,BIOLINE,TUBEOF40GWHITEPETROLIUMJELLY
1010,Bioline - Tube of 8g Ointment,BIOLINE,TUBEOF8GOINTMENT
1011,Bioline 20Gm Ointment - Tube of 20g Ointment,BIOLINE20GMOINTMENT,TUBEOF20GOINTMENT
1012,Biolin-P - Strip of 10 Tablets,BIOLINP,STRIPOF10TABLETS
1013,Biolsar 40 HS - Strip Pack of 10 Tablets,BIOLSAR40HS,STRIPPACKOF10TABLETS
1014,BIOMELA - Strip of 10 Tablets,BIOMELA,STRIPOF10TABLETS
1015,Biomulty Soft Gelatin - Strip of 15 Capsules,BIOMULTYSOFTGELATIN,STRIPOF15CAPSULES
1016,Biomus - Tube of 10g Ointment,BIOMUS,TUBEOF10GOINTMENT
1017,BIOMUS 0.5MG CAPSULE,BIOMUS0.5MGCAPSULE,
1018,Biomus 1MG - Strip of 10 Capsules,BIOMUS1MG,STRIPOF10CAPSULES
1019,Biomus-2MG - Strip of 10 Capsules,BIOMUS2MG,STRIPOF10CAPSULES
1020,Biomycetin - Bottle of 5 ml Drops,BIOMYCETIN,BOTTLEOF5MLDROPS
1021,BIOMYCIN - Tube of 15 gm Cream,BIOMYCIN,TUBEOF15GMCREAM
1022,Biomyf 500 MG - Strip of 10 Tablets,BIOMYF500MG,STRIPOF10TABLETS
1023,Biomyf S 360MG - Strip of 10 Tablets,BIOMYFS360MG,STRIPOF10TABLETS
1024,Biona-E - Strip of 10 Capsules,BIONAE,STRIPOF10CAPSULES
1025,Bionect - Tube of 15 gms Ointment,BIONECT,TUBEOF15GMSOINTMENT
1026,BIONESP 40MCG - Vial of 0.4ml Injection,BIONESP40MCG,VIALOF0.4MLINJECTION
1027,Bionova - Pack of 50 Disposable Face Mask,BIONOVA,PACKOF50DISPOSABLEFACEMASK
1028,Bionova N95 Earloop Face Mask (Grey),BIONOVAN95EARLOOPFACEMASK(GREY),
1029,Bionova N95 Earloop Face Mask (White),BIONOVAN95EARLOOPFACEMASK(WHITE),
1030,BIO-OMG 3 SOFTGEL - Strip of 10 Capsules,BIOOMG3SOFTGEL,STRIPOF10CAPSULES
1031,Biopeg HP - Pack of 1 Kit,BIOPEGHP,PACKOF1KIT
1032,Biophenicol Succinate - Vial of 1 Injection,BIOPHENICOLSUCCINATE,VIALOF1INJECTION
1033,Biopic Forte - Strip of 10 Tablets,BIOPICFORTE,STRIPOF10TABLETS
1034,Biopiper TZ 4.5g - Vial of 4.5g Injection,BIOPIPERTZ4.5G,VIALOF4.5GINJECTION
1035,Bioplex Forte - Strip of 15 Tablets,BIOPLEXFORTE,STRIPOF15TABLETS
1036,Bioplus Forte - Strip of 10 Capsules,BIOPLUSFORTE,STRIPOF10CAPSULES
1037,Biopolio - Vial of 2ml Vaccine,BIOPOLIO,VIALOF2MLVACCINE
1038,BIOPOLIO-Bottle of 2 ML Drops,BIOPOLIO,BOTTLEOF2MLDROPS
1039,BIOPREGAB 75 MG - Strip of 10 Capsules,BIOPREGAB75MG,STRIPOF10CAPSULES
1040,BIOPREGB M 75MG - Strip of 10 Capsules,BIOPREGBM75MG,STRIPOF10CAPSULES
1041,Biopreg-F - Strip of 10 Tablets,BIOPREGF,STRIPOF10TABLETS
1042,BIOPRIDE 2MG - Strip of 10 Tablets,BIOPRIDE2MG,STRIPOF10TABLETS
1043,Biopride M - Strip of 10 Tablets,BIOPRIDEM,STRIPOF10TABLETS
1044,Biopride M2 - Strip of 10 Tablets,BIOPRIDEM2,STRIPOF10TABLETS
1045,Biopride M2 Forte - Strip of 10 Tablets,BIOPRIDEM2FORTE,STRIPOF10TABLETS
1046,BIOPRIDE-M1 - Strip of 10 Tablets,BIOPRIDEM1,STRIPOF10TABLETS
1047,Biopyrin 10Mg/Ml - Bottle of 100Ml Infusion,BIOPYRIN10MG/ML,BOTTLEOF100MLINFUSION
1048,Bio-Q10 - Strip of 10 Tablets,BIOQ10,STRIPOF10TABLETS
1049,Biorab DSR - Strip of 10 Capsules,BIORABDSR,STRIPOF10CAPSULES
1050,Biorich Forte - Strip of 15 Tablets,BIORICHFORTE,STRIPOF15TABLETS
1051,BIOSAFE 5MG - Strip of 10 Tablets,BIOSAFE5MG,STRIPOF10TABLETS
1052,Bioscalin - Bottle of 50ml Hair Elixir,BIOSCALIN,BOTTLEOF50MLHAIRELIXIR
1053,Bioshel Tablet 15's,BIOSHELTABLET15'S,
1054,Biosil - Strip of 10 Capsules,BIOSIL,STRIPOF10CAPSULES
1055,Biosilk - Bottle of 150ml Daily Moisturizing Lotion,BIOSILK,BOTTLEOF150MLDAILYMOISTURIZINGLOTION
1056,Biosilk - Tube of 100g Moisturising Cream,BIOSILK,TUBEOF100GMOISTURISINGCREAM
1057,Biosone C - Tube of 3g Eye Ointment,BIOSONEC,TUBEOF3GEYEOINTMENT
1058,Biospa Advance - Strip of 10 Tablets,BIOSPAADVANCE,STRIPOF10TABLETS
1059,BIOSPAS - Strip of 10 Tablets,BIOSPAS,STRIPOF10TABLETS
1060,BIOSPAS PLUS - Strip of 10 Tablets,BIOSPASPLUS,STRIPOF10TABLETS
1061,Biospring-10 - Strip of 10 Capsules,BIOSPRING10,STRIPOF10CAPSULES
1062,Biostar F - Strip of 10 Tablets,BIOSTARF,STRIPOF10TABLETS
1063,Biostar Gold - Blister Pack of 10 Capsules,BIOSTARGOLD,BLISTERPACKOF10CAPSULES
1064,Biostar Gold - Strip of 10 Capsules,BIOSTARGOLD,STRIPOF10CAPSULES
1065,BIOSTAR GOLD SOFTGEL - Strip of 15 Capsules,BIOSTARGOLDSOFTGEL,STRIPOF15CAPSULES
1066,Biosuganril 10 - Strip of 10 Tablets,BIOSUGANRIL10,STRIPOF10TABLETS
1067,Biot Fort - Strip of 10 Capsules,BIOTFORT,STRIPOF10CAPSULES
1068,Biotax - Vial of 250 mg Injection,BIOTAX,VIALOF250MGINJECTION
1069,Biotax 1 g - Vial of 1g Injection,BIOTAX1G,VIALOF1GINJECTION
1070,Biotax 500 mg - Vial of 500 mg Injection,BIOTAX500MG,VIALOF500MGINJECTION
1071,Biotax O 200 CD - Strip of 10 Tablets,BIOTAXO200CD,STRIPOF10TABLETS
1072,Biotax SB 1.5 g - Vial of 1.5 gm Injection,BIOTAXSB1.5G,VIALOF1.5GMINJECTION
1073,Biotee Forte - Strip of 10 Tablets,BIOTEEFORTE,STRIPOF10TABLETS
1074,Biotee-10 - Strip of 10 Tablets,BIOTEE10,STRIPOF10TABLETS
1075,Biotee-Plus - Strip of 10 Tablets,BIOTEEPLUS,STRIPOF10TABLETS
1076,Biotic-O - Bottle of 5ml Ear Drops,BIOTICO,BOTTLEOF5MLEARDROPS
1077,BIOTIN 5000MCG - Bottle of 30 Tablets,BIOTIN5000MCG,BOTTLEOF30TABLETS
1078,Biotin Plus - Strip of 15 Tablets,BIOTINPLUS,STRIPOF15TABLETS
1079,Biotina - Strip of 10 Capsules,BIOTINA,STRIPOF10CAPSULES
1080,BIOTOR 10mg - Strip of 10 Tablets,BIOTOR10MG,STRIPOF10TABLETS
1081,BIOTOR-EZ - Strip of 10 Tablets,BIOTOREZ,STRIPOF10TABLETS
1082,BIO-TYPH 25mcg - Vial of 0.5 ML Injection,BIOTYPH25MCG,VIALOF0.5MLINJECTION
1083,Biovac A - Vaccines of 0.5ml Injection,BIOVACA,VACCINESOF0.5MLINJECTION
1084,Biovac A - Vial of 0.5ml Vaccine,BIOVACA,VIALOF0.5MLVACCINE
1085,Biovac V - Vial of 0.5ml Injection,BIOVACV,VIALOF0.5MLINJECTION
1086,Biovag - Strip of 10 Capsules,BIOVAG,STRIPOF10CAPSULES
1087,Bioval 200mg - Bottle of 100ml Syrup,BIOVAL200MG,BOTTLEOF100MLSYRUP
1088,BIOVAS 10MG - Strip of 10 Tablets,BIOVAS10MG,STRIPOF10TABLETS
1089,Biovit Junior - Pack of 200 gm Powder,BIOVITJUNIOR,PACKOF200GMPOWDER
1090,Biovit Mom - Pack of 200g Powder,BIOVITMOM,PACKOF200GPOWDER
1091,Biovital - Strip of 15 Capsules,BIOVITAL,STRIPOF15CAPSULES
1092,Biovit-D - Bottle of 200g Powder,BIOVITD,BOTTLEOF200GPOWDER
1093,Biovit-Xt - Strip of 10 Capsules,BIOVITXT,STRIPOF10CAPSULES
1094,Biovit-XT - Strip of 10 Capsules,BIOVITXT,STRIPOF10CAPSULES
1095,Biovorin 15 - Strip of 10 Tablets,BIOVORIN15,STRIPOF10TABLETS
1096,Biozara 282.5 mg - Sachet of 0.85 gm Powder,BIOZARA282.5MG,SACHETOF0.85GMPOWDER
1097,Biozep Plus - Strip of 10 Tablets,BIOZEPPLUS,STRIPOF10TABLETS
1098,Biozim - Strip of 10 Tablets,BIOZIM,STRIPOF10TABLETS
1099,Biozim - Strip of 10 Tablets,BIOZIM,STRIPOF10TABLETS
1100,Biozobid - Strip of 10 Tablets,BIOZOBID,STRIPOF10TABLETS
1101,Biozobid Plus - Strip of 10 Tablets,BIOZOBIDPLUS,STRIPOF10TABLETS
1102,Biozobid Plus - Strip of 10 Tablets,BIOZOBIDPLUS,STRIPOF10TABLETS
1103,Biozocin 5Xl - Strip of 15 Tablets,BIOZOCIN5XL,STRIPOF15TABLETS
1104,BIOZORA 282.5MG - Sachet of 1 ORANGE & VANILLA FLAV G/F PAED Powder,BIOZORA282.5MG,SACHETOF1ORANGE&VANILLAFLAVG/FPAEDPOWDER
1105,Bipra 20 - Strip of 15 Tablets,BIPRA20,STRIPOF15TABLETS
1106,Biq Plus 900MG Emulsion - Bottle of 150 ml Syrup,BIQPLUS900MGEMULSION,BOTTLEOF150MLSYRUP
1107,BIQOL - Bottle of 500 ml Mouth Wash,BIQOL,BOTTLEOF500MLMOUTHWASH
1108,BIQOL 0.15% W/V - Bottle of 300 ml Mouth Wash,BIQOL0.15%W/V,BOTTLEOF300MLMOUTHWASH
1109,Biqol Xero - Bottle of 100ml Mouth Spray,BIQOLXERO,BOTTLEOF100MLMOUTHSPRAY
1110,Biqol-XF - Tube of 100g Toothpaste,BIQOLXF,TUBEOF100GTOOTHPASTE
1111,BISBETA 1.25mg - Strip of 10 Tablets,BISBETA1.25MG,STRIPOF10TABLETS
1112,BISBETA 2.5MG - Strip of 10 Tablets,BISBETA2.5MG,STRIPOF10TABLETS
1113,Bisbeta 5mg - Strip of 10 Tablets,BISBETA5MG,STRIPOF10TABLETS
1114,Bisbloc 2.5 - Strip of 10 Tablets,BISBLOC2.5,STRIPOF10TABLETS
1115,BISBLOC-5MG - Strip of 10 Tablets,BISBLOC5MG,STRIPOF10TABLETS
1116,Biselect 10 - Strip of 10 Tablets,BISELECT10,STRIPOF10TABLETS
1117,Biselect 2.5 - Strip of 10 Tablets,BISELECT2.5,STRIPOF10TABLETS
1118,Biselect 5 - Strip of 10 Tablets,BISELECT5,STRIPOF10TABLETS
1119,Bisgram - Strip of 10 Tablets,BISGRAM,STRIPOF10TABLETS
1120,Bislo-5 - Strip of 15 Tablets,BISLO5,STRIPOF15TABLETS
1121,Bismozyme - Bottle of 100ml Syrup,BISMOZYME,BOTTLEOF100MLSYRUP
1122,Bismozyme - Bottle of 450ml Liquid,BISMOZYME,BOTTLEOF450MLLIQUID
1123,Bisobis 2.5 - Strip of 10 Tablets,BISOBIS2.5,STRIPOF10TABLETS
1124,Bisobis 2.5 - Strip of 10 Tablets,BISOBIS2.5,STRIPOF10TABLETS
1125,Bisobis 5 - Strip of 10 Tablets,BISOBIS5,STRIPOF10TABLETS
1126,Bisobis A 5 - Strip of 10 Tablets,BISOBISA5,STRIPOF10TABLETS
1127,Bisobis A 5 - Strip of 10 Tablets,BISOBISA5,STRIPOF10TABLETS
1128,Bisocar 2.5mg - Strip of 10 Tablets,BISOCAR2.5MG,STRIPOF10TABLETS
1129,Bisoheart AM 2.5MG - Strip of 10 Tablets,BISOHEARTAM2.5MG,STRIPOF10TABLETS
1130,Bisoheart-2.5 - Strip of 10 Tablets,BISOHEART2.5,STRIPOF10TABLETS
1131,Bisoheart-5 - Strip of 10 Tablets,BISOHEART5,STRIPOF10TABLETS
1132,Bisoheart-AM 5 - Strip of 10 Tablets,BISOHEARTAM5,STRIPOF10TABLETS
1133,Bisolong-2.5mg - Strip of 10 Tablets,BISOLONG2.5MG,STRIPOF10TABLETS
1134,BISOLONG-5MG - Strip of 10 Tablets,BISOLONG5MG,STRIPOF10TABLETS
1135,BISONEXT 10 - Strip of 15 Tablets,BISONEXT10,STRIPOF15TABLETS
1136,Bisonext 2.5 - Strip of 15 Tablets,BISONEXT2.5,STRIPOF15TABLETS
1137,Bisonext 5 - Strip of 15 Tablets,BISONEXT5,STRIPOF15TABLETS
1138,BISONEXT AM 2.5 - Strip of 15 Tablets,BISONEXTAM2.5,STRIPOF15TABLETS
1139,BISONEXT AM 5 - Strip of 15 Tablets,BISONEXTAM5,STRIPOF15TABLETS
1140,Bisonol-5mg - Strip of 10 Tablets,BISONOL5MG,STRIPOF10TABLETS
1141,Bisosafe 2.5mg - Strip of 10 Tablets,BISOSAFE2.5MG,STRIPOF10TABLETS
1142,Bisosafe 5MG - Strip of 10 Tablets,BISOSAFE5MG,STRIPOF10TABLETS
1143,BISOTAB 2.5MG - Strip of 10 Tablets,BISOTAB2.5MG,STRIPOF10TABLETS
1144,BISOTAB 5MG - Strip of 10 Tablets,BISOTAB5MG,STRIPOF10TABLETS
1145,Bispec 10mg - Strip of 15 Tablets,BISPEC10MG,STRIPOF15TABLETS
1146,Bispec 5mg - Strip of 15 Tablets,BISPEC5MG,STRIPOF15TABLETS
1147,Bistas - Strip of 8 Tablets,BISTAS,STRIPOF8TABLETS
1148,BISTHERA 120MG - Strip of 8 Tablets,BISTHERA120MG,STRIPOF8TABLETS
1149,Bistla - Strip of 10 Capsules,BISTLA,STRIPOF10CAPSULES
1150,BISTLA FORTE - Strip of 10 Capsules,BISTLAFORTE,STRIPOF10CAPSULES
1151,Bisveda-5 - Strip of 10 Tablets,BISVEDA5,STRIPOF10TABLETS
1152,Bitatel M 3D 50 - Strip of 10 Tablets,BITATELM3D50,STRIPOF10TABLETS
1153,Bitavia-12 - Strip of 10 Tablets,BITAVIA12,STRIPOF10TABLETS
1154,Bitavia-12 - Strip of 10 Tablets,BITAVIA12,STRIPOF10TABLETS
1155,Bizfer-XT- Strip of 10 Tablets,BIZFERXT,STRIPOF10TABLETS
1156,Bizlo 10 mg - Strip of 10 Tablets,BIZLO10MG,STRIPOF10TABLETS
1157,Bizlo OD 20 mg - Strip of 10 Tablets,BIZLOOD20MG,STRIPOF10TABLETS
1158,Bizlo OD 30MG - Strip of 10 Tablets,BIZLOOD30MG,STRIPOF10TABLETS
